bins,N_F127,N_F139
1.804242758174988e-16,3822.0,7687.0
1.8569275979004276e-16,3583.0,7315.0
1.911150862721004e-16,3437.0,7018.0
1.9669574754605444e-16,3353.0,6669.0
2.0243936707130144e-16,3205.0,6459.0
2.083507033146895e-16,3093.0,6199.0
2.144346536928084e-16,3009.0,5666.0
2.2069625862939313e-16,2890.0,5532.0
2.2714070573120937e-16,2764.0,5412.0
2.337733340858752e-16,2664.0,5244.0
2.405996386851816e-16,2588.0,4975.0
2.476252749775779e-16,2518.0,4775.0
2.548560635535885e-16,2434.0,4717.0
2.6229799496805016e-16,2288.0,4554.0
2.699572347031588e-16,2277.0,4391.0
2.7784012827644056e-16,2091.0,4123.0
2.8595320649788027e-16,2087.0,3930.0
2.9430319088055567e-16,2033.0,3822.0
3.028969992092705e-16,1887.0,3677.0
3.117417512717916e-16,1859.0,3552.0
3.2084477475744167e-16,1807.0,3411.0
3.3021361132793663e-16,1778.0,3343.0
3.398560228654885e-16,1720.0,3185.0
3.4977999790336256e-16,1677.0,3076.0
3.5999375824420686e-16,1572.0,2947.0
3.705057657716406e-16,1583.0,2822.0
3.81324729460748e-16,1489.0,2740.0
3.924596125932747e-16,1420.0,2717.0
4.0391964018351955e-16,1428.0,2542.0
4.1571430662106224e-16,1389.0,2486.0
4.2785338353666265e-16,1290.0,2401.0
4.4034692789785333e-16,1233.0,2375.0
4.532052903409177e-16,1199.0,2312.0
4.664391237461765e-16,1201.0,2243.0
4.800593920636722e-16,1185.0,2172.0
4.940773793965673e-16,1080.0,2137.0
5.085046993497887e-16,1054.0,2080.0
5.23353304651647e-16,1032.0,1890.0
5.386354970564215e-16,941.0,1965.0
5.543639375361021e-16,1000.0,1794.0
5.705516567697344e-16,957.0,1828.0
5.872120659390653e-16,925.0,1741.0
6.043589678394156e-16,889.0,1681.0
6.220065683150073e-16,859.0,1628.0
6.401694880282028e-16,811.0,1561.0
6.588627745724125e-16,814.0,1618.0
6.781019149387108e-16,760.0,1535.0
6.979028483464727e-16,726.0,1519.0
7.182819794486831e-16,767.0,1428.0
7.392561919228423e-16,672.0,1377.0
7.608428624587335e-16,659.0,1296.0
7.830598751546467e-16,690.0,1278.0
8.059256363339657e-16,652.0,1265.0
8.294590897944229e-16,625.0,1231.0
8.536797325026309e-16,557.0,1171.0
8.786076307469047e-16,599.0,1155.0
9.042634367617623e-16,589.0,1184.0
9.306684058378514e-16,516.0,1084.0
9.578444139315153e-16,501.0,1053.0
9.858139757885539e-16,498.0,997.0
1.0146002635972131e-15,505.0,964.0
1.044227126185858e-15,494.0,978.0
1.0747191087812083e-15,467.0,919.0
1.106101473343546e-15,492.0,946.0
1.1384002194957117e-15,485.0,827.0
1.1716421060632372e-15,428.0,810.0
1.2058546732434746e-15,414.0,816.0
1.2410662654220494e-15,373.0,760.0
1.277306054655594e-15,390.0,779.0
1.3146040648401728e-15,412.0,745.0
1.352991196585442e-15,366.0,723.0
1.3924992528151576e-15,385.0,675.0
1.433160965115208e-15,399.0,665.0
1.4750100208510483e-15,331.0,617.0
1.518081091076964e-15,365.0,609.0
1.5624098592603014e-15,337.0,660.0
1.6080330508444753e-15,301.0,581.0
1.6549884636751992e-15,317.0,560.0
1.7033149993152127e-15,322.0,544.0
1.7530526952733946e-15,316.0,545.0
1.804242758174988e-15,285.0,516.0
1.8569275979004274e-15,271.0,504.0
1.911150862721004e-15,255.0,501.0
1.9669574754605445e-15,261.0,452.0
2.0243936707130146e-15,240.0,457.0
2.0835070331468947e-15,266.0,412.0
2.1443465369280838e-15,259.0,418.0
2.206962586293931e-15,238.0,416.0
2.271407057312094e-15,229.0,408.0
2.3377333408587524e-15,239.0,391.0
2.4059963868518158e-15,230.0,411.0
2.476252749775779e-15,224.0,373.0
2.5485606355358855e-15,246.0,366.0
2.622979949680501e-15,189.0,353.0
2.6995723470315876e-15,223.0,354.0
2.7784012827644054e-15,198.0,375.0
2.8595320649788023e-15,188.0,328.0
2.9430319088055566e-15,175.0,376.0
3.0289699920927044e-15,176.0,307.0
3.117417512717916e-15,195.0,301.0
3.2084477475744167e-15,159.0,275.0
3.3021361132793665e-15,175.0,291.0
3.3985602286548854e-15,193.0,280.0
3.497799979033626e-15,178.0,264.0
3.599937582442068e-15,190.0,267.0
3.705057657716406e-15,152.0,294.0
3.81324729460748e-15,152.0,262.0
3.924596125932747e-15,145.0,214.0
4.0391964018351955e-15,150.0,233.0
4.157143066210622e-15,142.0,233.0
4.278533835366627e-15,116.0,236.0
4.403469278978533e-15,153.0,215.0
4.532052903409176e-15,122.0,212.0
4.664391237461765e-15,153.0,218.0
4.800593920636722e-15,112.0,229.0
4.940773793965673e-15,131.0,222.0
5.085046993497887e-15,118.0,190.0
5.23353304651647e-15,125.0,188.0
5.386354970564215e-15,113.0,178.0
5.543639375361021e-15,104.0,175.0
5.7055165676973445e-15,107.0,169.0
5.8721206593906534e-15,107.0,177.0
6.043589678394156e-15,108.0,196.0
6.220065683150072e-15,107.0,157.0
6.401694880282028e-15,84.0,161.0
6.588627745724124e-15,99.0,163.0
6.781019149387109e-15,86.0,141.0
6.979028483464728e-15,101.0,153.0
7.182819794486832e-15,97.0,149.0
7.392561919228425e-15,86.0,148.0
7.608428624587334e-15,102.0,159.0
7.830598751546466e-15,90.0,154.0
8.059256363339657e-15,91.0,138.0
8.294590897944229e-15,66.0,134.0
8.536797325026309e-15,76.0,132.0
8.786076307469048e-15,80.0,123.0
9.042634367617622e-15,75.0,112.0
9.306684058378515e-15,57.0,92.0
9.578444139315152e-15,72.0,111.0
9.85813975788554e-15,63.0,112.0
1.0146002635972133e-14,84.0,116.0
1.044227126185858e-14,56.0,103.0
1.0747191087812082e-14,56.0,94.0
1.106101473343546e-14,61.0,109.0
1.1384002194957117e-14,51.0,103.0
1.1716421060632373e-14,54.0,70.0
1.2058546732434746e-14,47.0,101.0
1.2410662654220494e-14,63.0,82.0
1.2773060546555939e-14,60.0,90.0
1.3146040648401728e-14,51.0,91.0
1.3529911965854418e-14,58.0,76.0
1.3924992528151577e-14,45.0,82.0
1.433160965115208e-14,47.0,84.0
1.4750100208510485e-14,47.0,77.0
1.518081091076964e-14,46.0,80.0
1.5624098592603016e-14,41.0,82.0
1.6080330508444753e-14,47.0,72.0
1.6549884636751993e-14,34.0,82.0
1.7033149993152124e-14,39.0,76.0
1.7530526952733943e-14,58.0,74.0
1.804242758174988e-14,42.0,65.0
1.8569275979004276e-14,37.0,73.0
1.911150862721004e-14,38.0,72.0
1.966957475460544e-14,34.0,60.0
2.0243936707130146e-14,38.0,51.0
2.0835070331468946e-14,33.0,56.0
2.1443465369280837e-14,27.0,55.0
2.206962586293931e-14,27.0,51.0
2.2714070573120935e-14,28.0,50.0
2.3377333408587525e-14,32.0,46.0
2.405996386851816e-14,24.0,57.0
2.4762527497757795e-14,24.0,49.0
2.5485606355358856e-14,18.0,32.0
2.6229799496805013e-14,24.0,39.0
2.6995723470315876e-14,24.0,38.0
2.7784012827644052e-14,16.0,45.0
2.8595320649788024e-14,22.0,36.0
2.9430319088055563e-14,20.0,41.0
3.0289699920927044e-14,21.0,50.0
3.117417512717915e-14,27.0,31.0
3.208447747574416e-14,19.0,27.0
3.302136113279366e-14,17.0,36.0
3.398560228654885e-14,17.0,28.0
3.497799979033626e-14,21.0,33.0
3.599937582442069e-14,17.0,27.0
3.705057657716406e-14,17.0,34.0
3.8132472946074807e-14,16.0,29.0
3.924596125932747e-14,16.0,18.0
4.039196401835195e-14,19.0,38.0
4.157143066210622e-14,21.0,27.0
4.278533835366627e-14,14.0,22.0
4.403469278978533e-14,11.0,19.0
4.532052903409177e-14,11.0,21.0
4.6643912374617656e-14,12.0,20.0
4.800593920636722e-14,17.0,30.0
4.9407737939656727e-14,19.0,22.0
5.0850469934978875e-14,9.0,18.0
5.23353304651647e-14,10.0,16.0
5.386354970564215e-14,8.0,15.0
5.543639375361021e-14,10.0,20.0
5.705516567697344e-14,10.0,21.0
5.872120659390654e-14,10.0,15.0
6.043589678394156e-14,7.0,14.0
6.220065683150073e-14,12.0,12.0
6.401694880282028e-14,15.0,21.0
6.588627745724124e-14,8.0,9.0
6.781019149387109e-14,7.0,13.0
6.979028483464727e-14,3.0,13.0
7.182819794486831e-14,10.0,15.0
7.392561919228423e-14,5.0,13.0
7.608428624587334e-14,6.0,8.0
7.830598751546467e-14,10.0,14.0
8.059256363339658e-14,2.0,14.0
8.29459089794423e-14,8.0,6.0
8.536797325026309e-14,8.0,17.0
8.786076307469047e-14,7.0,11.0
9.042634367617622e-14,3.0,10.0
9.306684058378516e-14,3.0,9.0
9.578444139315151e-14,4.0,5.0
9.858139757885539e-14,1.0,9.0
1.0146002635972132e-13,4.0,8.0
1.0442271261858581e-13,6.0,13.0
1.0747191087812105e-13,5.0,5.0
1.1061014733435482e-13,3.0,6.0
1.1384002194957117e-13,9.0,7.0
1.1716421060632373e-13,8.0,6.0
1.2058546732434745e-13,2.0,9.0
1.2410662654220518e-13,6.0,7.0
1.2773060546555964e-13,3.0,3.0
1.3146040648401728e-13,2.0,2.0
1.352991196585442e-13,1.0,5.0
1.3924992528151575e-13,5.0,6.0
1.433160965115211e-13,1.0,4.0
1.4750100208510513e-13,2.0,4.0
1.518081091076964e-13,2.0,9.0
1.5624098592603015e-13,2.0,4.0
1.608033050844475e-13,3.0,6.0
1.6549884636752027e-13,2.0,4.0
1.7033149993152162e-13,3.0,6.0
1.7530526952733945e-13,1.0,4.0
1.804242758174988e-13,2.0,4.0
1.8569275979004274e-13,0.0,3.0
1.9111508627210078e-13,4.0,3.0
1.9669574754605482e-13,3.0,3.0
2.0243936707130145e-13,1.0,2.0
2.0835070331468949e-13,2.0,5.0
2.1443465369280838e-13,0.0,4.0
2.2069625862939358e-13,1.0,3.0
2.271407057312098e-13,0.0,1.0
2.3377333408587526e-13,2.0,3.0
2.405996386851816e-13,0.0,2.0
2.476252749775779e-13,2.0,2.0
2.5485606355358903e-13,0.0,0.0
2.6229799496805067e-13,1.0,1.0
2.699572347031588e-13,2.0,1.0
2.778401282764405e-13,2.0,2.0
2.859532064978803e-13,1.0,2.0
2.943031908805563e-13,1.0,0.0
3.0289699920927106e-13,0.0,0.0
3.1174175127179155e-13,0.0,1.0
3.208447747574416e-13,0.0,0.0
3.3021361132793665e-13,0.0,1.0
3.3985602286548926e-13,0.0,1.0
3.4977999790336326e-13,1.0,0.0
3.5999375824420686e-13,0.0,0.0
3.7050576577164067e-13,0.0,1.0
3.8132472946074804e-13,0.0,0.0
3.924596125932755e-13,1.0,1.0
4.0391964018352037e-13,2.0,1.0
4.157143066210622e-13,0.0,1.0
4.278533835366627e-13,0.0,1.0
4.403469278978533e-13,0.0,0.0
4.532052903409186e-13,1.0,0.0
4.664391237461774e-13,0.0,0.0
4.800593920636722e-13,1.0,0.0
4.940773793965673e-13,0.0,1.0
5.085046993497888e-13,1.0,0.0
5.23353304651648e-13,0.0,1.0
5.386354970564226e-13,0.0,1.0
5.54363937536102e-13,0.0,0.0
5.705516567697344e-13,0.0,1.0
5.872120659390653e-13,0.0,0.0
6.043589678394168e-13,0.0,0.0
6.220065683150085e-13,0.0,0.0
6.401694880282028e-13,0.0,0.0
6.588627745724124e-13,0.0,0.0
6.781019149387108e-13,0.0,0.0
6.979028483464741e-13,0.0,0.0
7.182819794486845e-13,0.0,1.0
7.392561919228423e-13,0.0,0.0
7.608428624587335e-13,0.0,1.0
7.830598751546467e-13,1.0,1.0
8.059256363339674e-13,0.0,0.0
8.294590897944246e-13,0.0,0.0
8.536797325026308e-13,0.0,0.0
8.786076307469046e-13,0.0,1.0
9.042634367617621e-13,0.0,0.0
9.306684058378534e-13,0.0,0.0
9.57844413931517e-13,0.0,0.0
9.858139757885538e-13,0.0,0.0
