bins,N_F127,N_F139
1.804242758174988e-16,6270.0,14171.0
1.8569275979004276e-16,5914.0,13526.0
1.911150862721004e-16,5681.0,13077.0
1.9669574754605444e-16,5349.0,12439.0
2.0243936707130144e-16,5210.0,11711.0
2.083507033146895e-16,4980.0,11209.0
2.144346536928084e-16,4799.0,10896.0
2.2069625862939313e-16,4681.0,10205.0
2.2714070573120937e-16,4450.0,9872.0
2.337733340858752e-16,4305.0,9514.0
2.405996386851816e-16,4215.0,9019.0
2.476252749775779e-16,3824.0,8635.0
2.548560635535885e-16,3727.0,8068.0
2.6229799496805016e-16,3636.0,7746.0
2.699572347031588e-16,3416.0,7405.0
2.7784012827644056e-16,3415.0,7153.0
2.8595320649788027e-16,3217.0,6931.0
2.9430319088055567e-16,3100.0,6640.0
3.028969992092705e-16,3091.0,6237.0
3.117417512717916e-16,2876.0,6117.0
3.2084477475744167e-16,2928.0,5848.0
3.3021361132793663e-16,2807.0,5793.0
3.398560228654885e-16,2745.0,5318.0
3.4977999790336256e-16,2505.0,5161.0
3.5999375824420686e-16,2477.0,5035.0
3.705057657716406e-16,2410.0,4868.0
3.81324729460748e-16,2281.0,4622.0
3.924596125932747e-16,2310.0,4451.0
4.0391964018351955e-16,2226.0,4317.0
4.1571430662106224e-16,2024.0,4211.0
4.2785338353666265e-16,1976.0,3934.0
4.4034692789785333e-16,1902.0,3901.0
4.532052903409177e-16,1930.0,3718.0
4.664391237461765e-16,1849.0,3668.0
4.800593920636722e-16,1694.0,3519.0
4.940773793965673e-16,1725.0,3416.0
5.085046993497887e-16,1641.0,3295.0
5.23353304651647e-16,1599.0,3142.0
5.386354970564215e-16,1603.0,3036.0
5.543639375361021e-16,1485.0,3025.0
5.705516567697344e-16,1492.0,2872.0
5.872120659390653e-16,1407.0,2790.0
6.043589678394156e-16,1345.0,2695.0
6.220065683150073e-16,1380.0,2470.0
6.401694880282028e-16,1293.0,2544.0
6.588627745724125e-16,1230.0,2430.0
6.781019149387108e-16,1184.0,2338.0
6.979028483464727e-16,1150.0,2272.0
7.182819794486831e-16,1130.0,2262.0
7.392561919228423e-16,1087.0,2204.0
7.608428624587335e-16,1059.0,2054.0
7.830598751546467e-16,1047.0,2014.0
8.059256363339657e-16,987.0,2011.0
8.294590897944229e-16,1013.0,1802.0
8.536797325026309e-16,924.0,1825.0
8.786076307469047e-16,929.0,1782.0
9.042634367617623e-16,915.0,1664.0
9.306684058378514e-16,867.0,1594.0
9.578444139315153e-16,884.0,1609.0
9.858139757885539e-16,817.0,1600.0
1.0146002635972131e-15,796.0,1467.0
1.044227126185858e-15,781.0,1503.0
1.0747191087812083e-15,778.0,1381.0
1.106101473343546e-15,730.0,1363.0
1.1384002194957117e-15,679.0,1325.0
1.1716421060632372e-15,709.0,1276.0
1.2058546732434746e-15,628.0,1278.0
1.2410662654220494e-15,654.0,1188.0
1.277306054655594e-15,679.0,1150.0
1.3146040648401728e-15,635.0,1151.0
1.352991196585442e-15,608.0,1117.0
1.3924992528151576e-15,572.0,1067.0
1.433160965115208e-15,548.0,999.0
1.4750100208510483e-15,549.0,995.0
1.518081091076964e-15,509.0,996.0
1.5624098592603014e-15,498.0,895.0
1.6080330508444753e-15,532.0,922.0
1.6549884636751992e-15,485.0,926.0
1.7033149993152127e-15,480.0,902.0
1.7530526952733946e-15,434.0,871.0
1.804242758174988e-15,433.0,793.0
1.8569275979004274e-15,404.0,758.0
1.911150862721004e-15,394.0,767.0
1.9669574754605445e-15,430.0,813.0
2.0243936707130146e-15,444.0,699.0
2.0835070331468947e-15,380.0,685.0
2.1443465369280838e-15,441.0,685.0
2.206962586293931e-15,386.0,649.0
2.271407057312094e-15,386.0,640.0
2.3377333408587524e-15,384.0,624.0
2.4059963868518158e-15,372.0,596.0
2.476252749775779e-15,310.0,567.0
2.5485606355358855e-15,343.0,537.0
2.622979949680501e-15,337.0,523.0
2.6995723470315876e-15,304.0,540.0
2.7784012827644054e-15,294.0,559.0
2.8595320649788023e-15,318.0,503.0
2.9430319088055566e-15,332.0,530.0
3.0289699920927044e-15,291.0,470.0
3.117417512717916e-15,292.0,509.0
3.2084477475744167e-15,310.0,451.0
3.3021361132793665e-15,294.0,426.0
3.3985602286548854e-15,293.0,439.0
3.497799979033626e-15,296.0,423.0
3.599937582442068e-15,274.0,439.0
3.705057657716406e-15,255.0,415.0
3.81324729460748e-15,267.0,385.0
3.924596125932747e-15,265.0,391.0
4.0391964018351955e-15,246.0,374.0
4.157143066210622e-15,246.0,348.0
4.278533835366627e-15,215.0,337.0
4.403469278978533e-15,210.0,346.0
4.532052903409176e-15,218.0,335.0
4.664391237461765e-15,194.0,300.0
4.800593920636722e-15,214.0,373.0
4.940773793965673e-15,186.0,304.0
5.085046993497887e-15,181.0,310.0
5.23353304651647e-15,169.0,318.0
5.386354970564215e-15,179.0,311.0
5.543639375361021e-15,170.0,253.0
5.7055165676973445e-15,154.0,283.0
5.8721206593906534e-15,157.0,296.0
6.043589678394156e-15,137.0,271.0
6.220065683150072e-15,155.0,245.0
6.401694880282028e-15,136.0,253.0
6.588627745724124e-15,145.0,230.0
6.781019149387109e-15,143.0,225.0
6.979028483464728e-15,144.0,246.0
7.182819794486832e-15,124.0,203.0
7.392561919228425e-15,127.0,193.0
7.608428624587334e-15,140.0,195.0
7.830598751546466e-15,120.0,207.0
8.059256363339657e-15,135.0,202.0
8.294590897944229e-15,132.0,182.0
8.536797325026309e-15,113.0,181.0
8.786076307469048e-15,112.0,179.0
9.042634367617622e-15,88.0,179.0
9.306684058378515e-15,106.0,167.0
9.578444139315152e-15,123.0,163.0
9.85813975788554e-15,101.0,168.0
1.0146002635972133e-14,87.0,141.0
1.044227126185858e-14,94.0,161.0
1.0747191087812082e-14,102.0,145.0
1.106101473343546e-14,89.0,135.0
1.1384002194957117e-14,91.0,130.0
1.1716421060632373e-14,97.0,125.0
1.2058546732434746e-14,84.0,135.0
1.2410662654220494e-14,99.0,161.0
1.2773060546555939e-14,72.0,148.0
1.3146040648401728e-14,90.0,118.0
1.3529911965854418e-14,89.0,127.0
1.3924992528151577e-14,81.0,117.0
1.433160965115208e-14,74.0,123.0
1.4750100208510485e-14,72.0,119.0
1.518081091076964e-14,84.0,92.0
1.5624098592603016e-14,66.0,91.0
1.6080330508444753e-14,80.0,108.0
1.6549884636751993e-14,56.0,99.0
1.7033149993152124e-14,71.0,112.0
1.7530526952733943e-14,55.0,78.0
1.804242758174988e-14,50.0,80.0
1.8569275979004276e-14,62.0,94.0
1.911150862721004e-14,63.0,81.0
1.966957475460544e-14,71.0,89.0
2.0243936707130146e-14,45.0,88.0
2.0835070331468946e-14,51.0,64.0
2.1443465369280837e-14,45.0,68.0
2.206962586293931e-14,42.0,62.0
2.2714070573120935e-14,54.0,70.0
2.3377333408587525e-14,55.0,67.0
2.405996386851816e-14,39.0,51.0
2.4762527497757795e-14,31.0,60.0
2.5485606355358856e-14,30.0,60.0
2.6229799496805013e-14,33.0,55.0
2.6995723470315876e-14,43.0,62.0
2.7784012827644052e-14,41.0,67.0
2.8595320649788024e-14,42.0,65.0
2.9430319088055563e-14,43.0,45.0
3.0289699920927044e-14,33.0,69.0
3.117417512717915e-14,28.0,52.0
3.208447747574416e-14,32.0,59.0
3.302136113279366e-14,33.0,39.0
3.398560228654885e-14,44.0,49.0
3.497799979033626e-14,26.0,63.0
3.599937582442069e-14,33.0,42.0
3.705057657716406e-14,36.0,40.0
3.8132472946074807e-14,27.0,34.0
3.924596125932747e-14,29.0,32.0
4.039196401835195e-14,24.0,32.0
4.157143066210622e-14,34.0,33.0
4.278533835366627e-14,39.0,34.0
4.403469278978533e-14,25.0,38.0
4.532052903409177e-14,38.0,36.0
4.6643912374617656e-14,25.0,19.0
4.800593920636722e-14,27.0,30.0
4.9407737939656727e-14,31.0,33.0
5.0850469934978875e-14,22.0,28.0
5.23353304651647e-14,30.0,32.0
5.386354970564215e-14,20.0,31.0
5.543639375361021e-14,9.0,27.0
5.705516567697344e-14,18.0,27.0
5.872120659390654e-14,17.0,29.0
6.043589678394156e-14,9.0,31.0
6.220065683150073e-14,15.0,20.0
6.401694880282028e-14,28.0,27.0
6.588627745724124e-14,20.0,23.0
6.781019149387109e-14,26.0,23.0
6.979028483464727e-14,14.0,26.0
7.182819794486831e-14,20.0,16.0
7.392561919228423e-14,19.0,27.0
7.608428624587334e-14,16.0,14.0
7.830598751546467e-14,17.0,21.0
8.059256363339658e-14,10.0,23.0
8.29459089794423e-14,14.0,25.0
8.536797325026309e-14,12.0,23.0
8.786076307469047e-14,17.0,14.0
9.042634367617622e-14,8.0,13.0
9.306684058378516e-14,9.0,23.0
9.578444139315151e-14,7.0,7.0
9.858139757885539e-14,7.0,11.0
1.0146002635972132e-13,11.0,17.0
1.0442271261858581e-13,18.0,18.0
1.0747191087812105e-13,8.0,10.0
1.1061014733435482e-13,7.0,8.0
1.1384002194957117e-13,6.0,11.0
1.1716421060632373e-13,7.0,13.0
1.2058546732434745e-13,7.0,10.0
1.2410662654220518e-13,6.0,6.0
1.2773060546555964e-13,5.0,11.0
1.3146040648401728e-13,5.0,8.0
1.352991196585442e-13,10.0,6.0
1.3924992528151575e-13,6.0,10.0
1.433160965115211e-13,4.0,6.0
1.4750100208510513e-13,8.0,6.0
1.518081091076964e-13,5.0,12.0
1.5624098592603015e-13,6.0,11.0
1.608033050844475e-13,8.0,5.0
1.6549884636752027e-13,4.0,9.0
1.7033149993152162e-13,7.0,5.0
1.7530526952733945e-13,6.0,7.0
1.804242758174988e-13,3.0,3.0
1.8569275979004274e-13,5.0,10.0
1.9111508627210078e-13,2.0,3.0
1.9669574754605482e-13,2.0,8.0
2.0243936707130145e-13,3.0,4.0
2.0835070331468949e-13,7.0,3.0
2.1443465369280838e-13,5.0,3.0
2.2069625862939358e-13,1.0,8.0
2.271407057312098e-13,2.0,4.0
2.3377333408587526e-13,3.0,5.0
2.405996386851816e-13,5.0,5.0
2.476252749775779e-13,5.0,2.0
2.5485606355358903e-13,3.0,5.0
2.6229799496805067e-13,0.0,3.0
2.699572347031588e-13,1.0,4.0
2.778401282764405e-13,4.0,4.0
2.859532064978803e-13,1.0,2.0
2.943031908805563e-13,3.0,4.0
3.0289699920927106e-13,2.0,0.0
3.1174175127179155e-13,2.0,2.0
3.208447747574416e-13,0.0,4.0
3.3021361132793665e-13,2.0,2.0
3.3985602286548926e-13,2.0,3.0
3.4977999790336326e-13,0.0,0.0
3.5999375824420686e-13,0.0,2.0
3.7050576577164067e-13,2.0,2.0
3.8132472946074804e-13,1.0,2.0
3.924596125932755e-13,1.0,0.0
4.0391964018352037e-13,1.0,0.0
4.157143066210622e-13,2.0,1.0
4.278533835366627e-13,1.0,1.0
4.403469278978533e-13,0.0,0.0
4.532052903409186e-13,1.0,1.0
4.664391237461774e-13,0.0,2.0
4.800593920636722e-13,0.0,0.0
4.940773793965673e-13,4.0,2.0
5.085046993497888e-13,0.0,1.0
5.23353304651648e-13,1.0,0.0
5.386354970564226e-13,1.0,1.0
5.54363937536102e-13,1.0,0.0
5.705516567697344e-13,0.0,0.0
5.872120659390653e-13,1.0,1.0
6.043589678394168e-13,0.0,0.0
6.220065683150085e-13,1.0,0.0
6.401694880282028e-13,1.0,1.0
6.588627745724124e-13,1.0,0.0
6.781019149387108e-13,0.0,1.0
6.979028483464741e-13,1.0,2.0
7.182819794486845e-13,0.0,0.0
7.392561919228423e-13,0.0,0.0
7.608428624587335e-13,0.0,1.0
7.830598751546467e-13,1.0,0.0
8.059256363339674e-13,1.0,3.0
8.294590897944246e-13,0.0,0.0
8.536797325026308e-13,1.0,0.0
8.786076307469046e-13,0.0,0.0
9.042634367617621e-13,0.0,1.0
9.306684058378534e-13,0.0,2.0
9.57844413931517e-13,1.0,0.0
9.858139757885538e-13,0.0,0.0
